date,ID,Historias de Usuario,project_id,Criterios de Aceptación,Check,Prioridad,Existe,Observaciones Técnicas,Nivel de Dificultad,Estimación (min)
2014-02-10,13,"Yo como 1 requiero definir en cada linea de la PR y PO un renglón (número de secuencia), para poder organizar las mismas.",162,"1.- Dada una PR se requiere poder agregar un renglón o secuencia por cada linea.
2.- Dada una PO se requiere poder agregar un renglón o secuencia por cada linea
3.- Si una PR generará una PO, el renglón añadido en la PR debe ser el mismo de la PO.",,,"NO
NO
NO","por Ergonomia y evitar que el sequence que es susceptible de ser modificado sin previo aviso, decidimos no usar el nombre sequence y usar priority.
a) Agregar campo priority al modelo purchase.requisition.line (30 min)
b) Agregar campo priority a la vista tree del modelo purchase.requisition.line (30 min)
c) Agregar campo priority al modelo purchase.order.line (30 min)
d) Agregar campo priority a la vista tree del modelo purchase.order.line (30 min)
e) Agregar super a metodo make_purchase_order() para trasladar los valores priority del PRL al POL (60 min)
f) Agregar al modelo POL y PRL order by sequence (30 min)
f) Revisión funcional y entrega a usuario (30min)
g) Documentacion del campo en la ficha del PR y PO (30 min)","MEDIA
MEDIA
MEDIA",240
2014-02-10,15,"Yo como 3 y 1 requiero colocar en purchase requisition  que tipo de estimación se maneja, los tipos son: previous service, marker survey, other. Con other se habilita un campo texto para escribir.",162,Dada una purchase requesition se requiere poder agregar  el tipo de estimación.,OK,,NO,"1.- Agregar campo selection en purchase.requisiton llamado Tipo de Estimación(estimate) con los valores: Previous Service(pservice), Marker Survey(marker), Other(other). (30m)
2.- Agregar campo de tipo texto, estimate_other, el cual se habilitará solo cuando el valor en el campo selection definido en (1) sea other.(40m)
3.- Agregar a la vista un readonly!=other para el campo estimate_other (30 min)
3.- Añadir traducción a cada campo nuevo añadido. (40m)
4.- Revisión funcional de cada item desarrollado. (60m)",MEDIA,200
2014-02-10,16,Yo como 1 requiero poder utilizar proveedores de la bd o sugerir proveedores que no existan en la PR.,162,Dada una PR se requiere poder sugerir un proveedor que no exista en el sistema,OK,1,NO,"1.- Agregar campo de tipo texto llamado Suggested Partner suggested_partner en purchase.requisition. (40m)
2.- Agregar campo m2m suggested_partner_ids en purchase.requisition (180m)
3.- Añadir traducción a cada campo nuevo añadido. (40m)
4.- Revisión funcional de cada item desarrollado. (60m)",BAJA,330
2014-02-10,17,"Yo como 1 requiero agregar a la PR el tiempo que se tardará en ejecutar el servicio y el tiempo en que se comenzará a recibir el producto.
Delivery /Execution Time(Cuanto va a durar/Cuanto va tardar en entregarmelo)",162,"1.- Dada una PR poder visualizar el Execution Time, que es el tiempo en que se tardará en ejecutar el servicio
2.- Dada una PR poder visualizar el Delivery, que es el tiempo en que se tardará en comenzar a recibir el producto.",OK,1,"NO
NO","1.- Añadir nuevo campo llamado execution_time(Execution Time) de tipo date al modelo purchase requisition. (40m)
2.- Añadir nuevo campo llamado delivery_time(Delivery Time) de tipo date a la purchase.requisition. (40m)
3.- Añadir traducción a cada campo nuevo añadido. (40m)
4.- Revisión funcional de cada item desarrollado. (60m)","MEDIA
MEDIA",180
2014-02-10,19,"Yo como 2 requiero agregar una secuencia personalizable PR, la secuencia debe ser asi: RFQ-%Year-%SEQ-DPTO",162,Por cada PR generar el código de secuencia consecutivo según este formato: RFQ-%Year-%SEQ-DPTO,OK,1,NO,"1.- Crear una secuencia con los valores RFQ-%Year-%SEQ (40m)
2.- Añadir al modelo hr.department un campo código. (40m)
3.- Al momento de confirmar la purchase.requisition añadir a la secuencia el código del departamento. (240m)
4.- Añadir traducción a cada campo nuevo añadido. (30m)
5.- Revisión funcional de cada item desarrollado. (60m)
Documento asociado: http://www.mindmeister.com/383653482",MEDIA,410
2014-02-10,20,Yo como 1 requiero poder discriminar las PR entre PR de servicios o PR de materiales.,162,Dada una PR poder especificar el tipo de PR.,OK,1,NO,"1.- Agregar un campo de tipo selection en el modelo purchase.resquisition, los valores del campo serán: Servicios(service), Materiales(materials). (40m)
2.- Añadir traducción a cada campo nuevo añadido. (30m)
3.- Revisión funcional de cada item desarrollado. (50m)
4.- Agregar filtro para campo tipo (30 min)",MEDIA,150
2014-02-10,21,Yo como 1 requiero saber de que departamento proviene la PR.,162,Posibilidad de añadir a la purchase requisition el departamento.,OK,1,NO,"1.- Agregar un m2o hacia hr.department con widget selection en purchase.requisition. (50m). El nombre del campo será Departamento y mostrará el name del modelo hr.department.
2.- Añadir traducción a cada campo nuevo añadido. (30m)
3.- Revisión funcional de cada item desarrollado. (50m)",MEDIA,130
2014-02-10,1,Yo como 1 deseo ver desde la ficha del proveedor los productos/categoría que éste puede vendernos,162,"1. Cuando estoy cargando un proveedor, requiero cargar los productos que vende dicho proveedor. 
2. Cuando consulto la ficha del proveedor puedo ver la información de los productos que están asociados a dicho proveedor
3. CUANDO SE BUSCA POR PRODUCTO, SE LISTAN LOS PROVEEDORES DE ESE PRODUCTO",OK,1,NO,"Vamos a contextualizar el producto como una categoría, de manera que se use el campo de descripción como la identificación precisa del producto.
Lo que para CICSA es una categoría, Open lo va a manejar como un producto

a) crear campo product_ids en res.partner (30 min)
b) agregar vista _view_ a res.partner del campo product_ids (30 min)
c) super de metodo copy() en res.partner para blanquear el metodo copy (30 min)
d) super de metodo search() en res.partner para generar bUsquedas en res.partner a partir de un producto (30 min)
e) agregar vista _search_ a res.partner para poder buscar por los productos que tiene asociado, es decir, dado un producto, arroje los partner que tienen ese producto (30 min)
f) super de mEtodo search() a res.partner para poder buscar por los productos que tiene asociado un partner (90 min)

g) Documentacion de proceso en Openerp (60 min)
h) Revisión funcional y entrega a usuario (60min)",BAJA,360
2014-02-10,22,Yo como 1 requiero poder modificar la PO una vez haya sido aprobada.,162,"1.- Poder modificar la PO una vez aprobada, bien sea para agregar lineas o eliminar lineas.
2.- Tener un historial de todos los cambios realizados con respecto a lineas agregadas o lineas modificadas, una vez se haya vuelto a aprobar.
3.- Tener un numero de revisión en la PO que se genere automáticamente de acuerdo a cada aprobación.
4.- Al modificar la PO en cuanto a cantidades no se debe permitir disminuir las lineas a cantidades menores de las que ya fueron recibidas.
5.- Poder visualizar la ultima fecha de modificacion, la cual es distinta a la fecha original de la PO.",OK,1,"NO
SI
NO
NO
NO","-e) Agregar super a metodo write de purchase.order para que cuando llegue a estado 'approved' cambie a la fecha de hoy (30 min)
-d) Agregar campo last_update al la vista _form_ del modelo purchase.order (30 min)
-c) Agregar campo last_update tipo fecha al modelo purchase.order (30 min)
-b) Agregar campo version al modelo purchase.order tipo integer (30 min)
-a) Agregar campo version a vista _form_ del del modelo purchase.order (30 min)
a) modificar workflow de modelo purchase.order: agregar conjunto [picking] ---transición----> (router_2): en este proceso la transicion entre los dos se dispara con un botón ""Modificar Orden de Compra"", / Escribir transicion / escribir nodo router_2  (60 min)
b) Agregar Boton tipo workflow a la vista _form_ con string ""Modificar Orden de Compra"" solo visible cuando la purchase.order su estado sea ""approved"" (30 min)
c) Modificar workflow de modelo purchase.order: agregar conjunto (router_2) ---transición ---validar-cancelación-total---> (cancel) se incrementa en uno el campo de versiones. (120 min)
d) Modificar workflow de modelo purchase.order: agregar conjunto (router_2) ---transición ---validar-cancelación-parcial---> (cancel_2) (120 min)
e) Modificar workflow de modelo purchase.order: agregar conjunto (cancel_2) ---transición ---buton-devolver-me-arrepiento---> [picking]. Esto es llevar a la purchase.order a su estado ""approved"" nuevamente (120 min)
f) Agregar Boton tipo workflow a la vista _form_ con string ""Devolver a Estado Normal"" solo visible cuando la purchase.order su estado sea ""cancel_2"" (30 min)
g) Modificar workflow de modelo purchase.order: agregar conjunto (cancel_2) ---transición ---buton-proceder-modificación-PO---> (new_draft). Esto es llevar a la purchase.order a su estado nuevo ""new_draft"" aqui todos los campos de la PO se hacen modificables tal como se muestran en ""draft"" nuevamente, se incrementa en 1 el valor de la version de la PO (300 min)
h) Agregar super a método write() de purchase.order  y purchase.order.line para:
h.1.- si una linea de purchase.order es nueva se realiza el cambio y se escribe en el log, si se modifica posteriormente, no realizar alertas. (120 min)
h.2.- si una línea de purchase.order se está modificando:
h.2.a.- si el valor que nuevo es mayor a la cantidad recibida, realizar el cambio, escribirlo en log, y continuar (120 min)
h.2.b.- si el valor nuevo es menor que la cantidad recibida, dejar valor anterior silenciosamente y escribir en el log que el cambio no se pudo realizar, (120 min)
h.3.- si una línea de puchase.order se está eliminando
+h.3.a.- y se han recibido mercancía, no ejecutar la eliminación silenciosamente, escribirlo en log diciendo que el cambio no se realizó por dicha razon, y dejar el valor original (120 min)
+h.3.b.- y no se recibió mercancía, ejecutar la eliminación y escribirlo en el log (120 min)
i) Modificar workflow de modelo purchase.order: agregar conjunto (new_draft) ---transición ---buton-aprobar-modificación---> [picking]. 
-i.1.-Esto es llevar a la purchase.order a su estado ""approved"" nuevamente de manera forzada, pues [picking] no volverá a ejecutar su método, (240 min)
-i.2.- Habiendo hecho la consolidación del picking considerando:
+i.2.a.- eliminar / o anular lineas que ya se consideren totalmente recibidas del picking que aún tiene estos elementos por recibir (240 min) 
+i.2.b.- consolidar lineas que no se han realizado en un picking en estado por recibir (240 min)
+i.2.c.- si el picking se queda con cero elementos entonces realizar trigger para finalización del workflow. (180 min).
j) Agregar Boton tipo workflow a la vista _form_ con string ""Aprobar Modificación"" solo visible cuando la purchase.order su estado sea ""new_draft"" (30 min)
k) Revisión funcional y entrega a usuario (80min)
l) Documentación del proceso de Modificación de una Orden de Compra Aprobada (240 min)","ALTA
NO APLICA
BAJA
ALTA
MEDIA",2720
2014-02-10,23,Yo como 1 requiero poder manejar la PO en bolívares o dolares.,162,Poder emitir ordenes de compra en bolívares o en dolares.,OK,1,SI,"Proceso a Explicar:
0.- Documentacion de proceso en Openerp (70 min)
1.- Qué son las listas de precios. (30m)
2.- Cómo configurar la lista de precio para multimoneda.(30m)
3.- Realizar una orden de compra donde se pueda elegir la lista de precio según sea la moneda a utilizar.(30m)
4.- Revisar que los montos en las lineas y totales son correctos con respecto a la lista de precio elegida.(30m) ",NO APLICA,190
2014-02-10,28,Yo como 1 requiero poder generar el reporte de Purchase Requisition desde openerp parecido o mejor al que se tiene actualmente,162,"1.- Dada una PR poder generar el reporte  que cuente con todos los datos requeridos tomando como guía el reporte de PR Actual.
2.- Dada una PR poder generar el reporte en formato pdf tanto en español como en inglés.",,,NO,"
1.- Buscar reportes de PR en Vauxoo mostrar y realizar la comparación con el usuario final. Como resultado de esto se debe tener un modelo en blanco y negro del reporte que se desarrollará. (180m)
2.- Desarrollar el reporte definido en el item 1 para openerp. (960m)
3.- Emitir el reporte en multilenguaje, dependiendo del lenguaje que tenga definido el proveedor. (320)
4.- Revisión funcional del reporte desarrollado. (90m)",,1550
2014-02-10,29,Yo como 1 requiero poder generar el reporte de Purchase Order desde openerp parecido o mejor al que se tiene actualmente,162,"1.- Contar con un campo en la PO donde se pueda agregar la descripción general.
2.- Poder modificar los términos y condiciones particulares por cada purchase order.
3.- Dada una PO poder generar el reporte en formato pdf tanto en español como en inglés.
4.- Dada una PO poder generar el reporte  que cuente con todos los datos requeridos tomando como guía el reporte de PO Actual.
5.- El reporte no debe contener el impuesto al valor agregado.",,,NO,"1.- Añadir nueva pestaña a purchase.order llamada Other Observations (30m)
2.- Añadir campo de tipo texto en purchase.order llamado description que funja como Descripción General. El campo será añadido en la pestaña creada en item 1. (30)
3.- Agregar al modelo un campo llamado conditions(Condiciones Generales) de tipo texto. El campo será añadido en la pestaña creada en item 1. (30m)
4.- Buscar reportes de PO en Vauxoo mostrar y realizar la comparación con el usuario final. Como resultado de esto se debe tener un modelo en blanco y negro del reporte que se desarrollará. (180m)
5.- Desarrollar el reporte definido en el item 3 para openerp. (960m)
6.- Emitir el reporte en multilenguaje, dependiendo del lenguaje que tenga definido el proveedor. (320)
7.- Revisión funcional del reporte desarrollado. (90m)
8.- Revisión funcional de los nuevos campos y características añadidas al modelo. (40m)",,1620
2014-02-10,30,Yo como 1 requiero poder generar el reporte de RFQ desde openerp parecido o mejor al que se tiene actualmente (el que tiene CICSA en Word),162,"1. Al imprimir el formato de la RFQ que se envía al proveedor, debe aparecer que la fecha máxima para recepción de ofertas es la fecha fijada en el campo en cuestión
2.- Dada una RFQ poder generar el reporte en formato pdf tanto en español como en inglés.
3.- Dada una RFQ poder generar el reporte  que cuente con todos los datos requeridos tomando como guía el reporte de PO Actual",,,NO,"1.- Agregar campo date_deadline de tipo date al modelo purchase.order. (30m)
2.- Agregar campo date_deadline a vista _form_ xpath = /field[@name='date_order'] position=after (20m)
3.- Agregar campo date_deadline al reporte imprimible RFQ (20m)
4.- Buscar reportes de RFQ en Vauxoo mostrar y realizar la comparación con el usuario final. Como resultado de esto se debe tener un modelo en blanco y negro del reporte que se desarrollará. (180m)
5.- Desarrollar el reporte definido en el item 4 para openerp. (960m)
6.- Emitir el reporte en multilenguaje, dependiendo del lenguaje que tenga definido el proveedor. (320)
7.- Revisión funcional del reporte desarrollado. (90m)
8.- Revisión funcional de los nuevos campos y características añadidas al modelo. (40m)
e) Documentacion campo date_deadline en formulario de purchase.order (30 min)",,1690
2014-02-10,31,Yo como 1 requiero poder manejar multimoneda en la purchase.requisition.,162,1.- Dada una requisition contar con la posibilidad de realizarla en diferentes monedas.,,,NO,"1.- Agregar m2o hacia product.pricelist en el modelo purchase.requisition, llamado Price List. (30m)
2.- Añadir funcionalidad de multimoneda con product.price.list tal cual lo hace purchase.order. (300)
2.- Revisión funcional de la nueva funcionalidad desarrollado. (40m)
3.- Revisión funcional de los nuevos campos y características añadidas al modelo. (30m)",,400
