id,model,name,move_id:id,account_id:id,debit,credit,analytics_id:id,journal_id:id,period_id:id
aml_cicsa_march_041,account.move.line,"Fact Nro. 3527/ Laminas Lara, C.A",am_cicsa_19000000172,20140101,,69015.62,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_042,account.move.line,"Fact Nro. 3527/ Laminas Lara, C.A",am_cicsa_19000000172,20101002,,3485288.71,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_043,account.move.line,Viaje al campo Morichal dia 25/02/14 - Nestor Fernandez-Turismo Monte de Oro fact nro 52491,am_cicsa_19000000173,77101004,2248.98,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_044,account.move.line,"Viaje al campo Morichal dia 25/02/14 - Nestor Fernandez- El Rincon de Osle, F.P ",am_cicsa_19000000173,77101004,130.00,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_045,account.move.line,Viaje al campo Morichal dia 25/02/14 - Nestor Fernandez - El Parador de la Mesa C.A,am_cicsa_19000000173,77101004,258.00,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_046,account.move.line,"Viaje al campo Morichal dia 25/02/14 - Nestor Fernandez- Tursimo Monte de Oro, C.A",am_cicsa_19000000173,77101004,380.02,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_047,account.move.line,Viaje al campo Morichal dia 25/02/14 - Nestor Fernandez,am_cicsa_19000000173,11310006,,3017.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_048,account.move.line,"029792- Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000174,20101002,1784789.64,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_049,account.move.line,"Base Exenta de Factura Nro 029792. / Bolivariana de Puertos, SA",am_cicsa_19000000174,11203103,,1774231.64,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_050,account.move.line,"Base Imponible de Factura Nro 029792. / Bolivariana de Puertos, SA",am_cicsa_19000000174,11203103,,10453.47,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_051,account.move.line,"029792- Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000174,11203103,,104.53,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_052,account.move.line,"029850- Sera transferido a to Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000175,20101002,41044.15,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_053,account.move.line,"Base exenta de Factura Nro 029850. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000175,11203103,,40789.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_054,account.move.line,"Base Imponible de Factura Nro 029850. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000175,11203103,,252.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_055,account.move.line,"029850- Sera transferido a to Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000175,11203103,,2.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_056,account.move.line,"029874- Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000176,20101002,37599.47,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_057,account.move.line,"Base exenta de Factura Nro 029874. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000176,11203103,,37026.80,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_058,account.move.line,"Base Imponible de Factura Nro 029874. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000176,11203103,,567.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_059,account.move.line,"029874- Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000176,11203103,,5.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_060,account.move.line,"029973 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000177,20101002,27874.13,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_061,account.move.line,"Base Exenta de Factura Nro 029923. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000177,11203103,,27619.61,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_062,account.move.line,"Base Imponible de Factura Nro 029923. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000177,11203103,,252.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_063,account.move.line,"029973 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000177,11203103,,2.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_064,account.move.line,"029960 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000178,20101002,20666.39,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_065,account.move.line,"Base Exenta  de Factura Nro 029923. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000178,11203103,,20093.72,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_066,account.move.line,"Base Imponible de Factura Nro 029923. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000178,11203103,,567.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_067,account.move.line,"029960 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000178,11203103,,5.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_068,account.move.line,"030010 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000179,20101002,42191.64,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_069,account.move.line,"Base Exenta  de Factura Nro 0300210. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000179,11203103,,41937.12,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_070,account.move.line,"Base Imponible de Factura Nro 0300210. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000179,11203103,,252.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_071,account.move.line,"030010 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000179,11203103,,2.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_072,account.move.line,"030027  Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000180,20101002,9530.07,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_073,account.move.line,"Base Imponible de Factura Nro 0300210. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000180,11203103,,9275.55,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_074,account.move.line,"Base Imponible de Factura Nro 0300210. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000180,11203103,,252.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_075,account.move.line,"030027  Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000180,11203103,,2.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_076,account.move.line,"030066 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000181,20101002,5127.35,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_077,account.move.line,"Base Exenta de Factura Nro 030066. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000181,11203103,,4872.83,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_078,account.move.line,"Base Imponible de Factura Nro 030066. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000181,11203103,,252.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_079,account.move.line,"030066 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000181,11203103,,2.52,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_080,account.move.line,"030126 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000182,20101002,2999.71,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_081,account.move.line,"Base Exenta de Factura Nro 030126. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000182,11203103,,2427.04,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_082,account.move.line,"Base Imponible de Factura Nro 030126. Bolipuertos./ Bolivariana de Puertos, SA",am_cicsa_19000000182,11203103,,567.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_083,account.move.line,"030126 Sera transferido a Caribean Port/ Bolivariana de Puertos, SA",am_cicsa_19000000182,11203103,,5.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_084,account.move.line,"Fact Nro. 684/ Caribbean Port, C.A",am_cicsa_19000000183,20140109,1709.63,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_085,account.move.line,"Fact Nro. 684/ Caribbean Port, C.A",am_cicsa_19000000183,20140101,379.92,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_086,account.move.line,"Fact Nro. 684/ Caribbean Port, C.A",am_cicsa_19000000183,20101002,335783.53,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_087,account.move.line,"Manejo de Carga Suelta Fact Nro 026981 Bolivariana de Puertos/ Caribbean Port, C.A",am_cicsa_19000000184,20101002,1142778.05,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_088,account.move.line,"Uso de Superficio Fact PGT A-00005395 . T&T Stevedoring C.A/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,59790.96,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_089,account.move.line,"Cuadro y recibo poliza tter-002003-11. Oceanica de Seguros / Caribbean Port, C.A",am_cicsa_19000000184,11203103,124386.92,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_090,account.move.line,"Cuadro y recibo poliza tter-002003-16. Oceanica de Seguros / Caribbean Port, C.A",am_cicsa_19000000184,11203103,124386.92,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_091,account.move.line,"Relacion horas trabajadas descarga tuberias / Caribbean Port, C.A",am_cicsa_19000000184,11203103,21900.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_092,account.move.line,"acarreo chuto batea fact 055012 Logiscarm, C.A) / Caribbean Port, C.A",am_cicsa_19000000184,11203103,403200.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_093,account.move.line,"maquina recepcion 12 ton fact 055012 Logiscarm, C.A) / Caribbean Port, C.A",am_cicsa_19000000184,11203103,153600.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_094,account.move.line,"habilitacion fact 055012 Logiscarm, C.A)/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,10500.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_095,account.move.line,"Carebean Port (Iva fact 055012 Logiscarm, C.A)/ Caribbean Port, C.A",am_cicsa_19000000184,11203113,68076.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_096,account.move.line,"Impuesto actividades economicas. Alcaldia del Municipo de Guanta/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,33923.71,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_097,account.move.line,"Emision Cheque de Gerencia/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,24.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_098,account.move.line,"Reconocimiento/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,650.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_099,account.move.line,"Documentacion/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,530.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_100,account.move.line,"Gastos Operativos/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,1900.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_101,account.move.line,"Gastos Adminsitrativos (2,142,566,56 x 6%)/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,128554.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_102,account.move.line,"Comision Aduanal 0,10% S/Valor CIF/ Caribbean Port, C.A",am_cicsa_19000000184,11203103,22615.81,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_103,account.move.line,"12% sobre la Base Imponible de 154,249,81 Bs/ Caribbean Port, C.A",am_cicsa_19000000184,11203113,18509.98,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_104,account.move.line,"NC Nro 684 Sobre Factura Nro 3191. Diferencia a favor de Cicsa por la Preliquidacion segun factura nro 3191./ Caribbean Port, C.A",am_cicsa_19000000183,11203103,,316597.71,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_105,account.move.line,"Tasa/Financiamiento 6%/ Caribbean Port, C.A",am_cicsa_19000000183,11203103,,18995.87,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_106,account.move.line,"Fact Nro. 684/ Caribbean Port, C.A",am_cicsa_19000000183,11203113,,2279.50,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_107,account.move.line,"3341/ Caribbean Port, C.A",am_cicsa_19000000184,20140109,,13882.49,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_108,account.move.line,"3341/ Caribbean Port, C.A",am_cicsa_19000000184,20140101,,2571.08,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_109,account.move.line,"3341/ Caribbean Port, C.A",am_cicsa_19000000184,20101002,,2298872.78,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_110,account.move.line,"Traslado de personal CICSA 17/02/14 al 23/02/14. Fact Nro. 32528/ Travel Services, C.A.",am_cicsa_19000000185,77101001,6547.00,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_111,account.move.line,"Fact Nro. 32528/ Travel Services, C.A.",am_cicsa_19000000185,20140101,,130.94,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_112,account.move.line,"Fact Nro. 32528/ Travel Services, C.A.",am_cicsa_19000000185,20101002,,6416.06,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_113,account.move.line,"Traslado de personal CICSA 10/02/14 al 16/02/14. Fact. Nro 32527 / Travel Services, C.A.",am_cicsa_19000000185,77101001,39949.40,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_114,account.move.line,"Fact. Nro 32527 / Travel Services, C.A.",am_cicsa_19000000185,20140101,,798.99,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_115,account.move.line,"Fact. Nro 32527 / Travel Services, C.A.",am_cicsa_19000000185,20101002,,39150.41,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_116,account.move.line,"Alquiler de Oficina Marzo 2014 Office 6Q/ Inversiones 225,CA",am_cicsa_19000000186,11203103,10454.74,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_117,account.move.line,"Iva Fact. Nro 00388/ Inversiones 225,CA",am_cicsa_19000000186,11203113,1254.57,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_118,account.move.line,"75 % Iva Fact. Nro 00388/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,940.93,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_119,account.move.line,"Tax  Fact. Nro 00388/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,522.74,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_120,account.move.line," Fact. Nro 00388/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,10245.64,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_121,account.move.line,"Alquiler de Oficina 6P Marzo 2014/ Inversiones 225,CA",am_cicsa_19000000186,11203103,11205.67,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_122,account.move.line,"Iva Fact. Nro 00387/ Inversiones 225,CA",am_cicsa_19000000186,11203113,1344.68,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_123,account.move.line,"75 % Iva Fact. Nro 00387/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,1008.51,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_124,account.move.line,"Tax  Fact. Nro 00387/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,560.28,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_125,account.move.line," Fact. Nro 00387/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,10981.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_126,account.move.line,"Alquiler de oficina Marzo 2014 /Oficina 6O/ Inversiones 225,CA",am_cicsa_19000000186,11203103,14201.04,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_127,account.move.line,"Iva Fact. Nro 00386/ Inversiones 225,CA",am_cicsa_19000000186,11203113,1704.12,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
