id,model,move_id:id,name,account_id:id,debit,credit,analytics_id:id,journal_id:id,period_id:id
aml_cicsa_4438,account.move.line,am_cicsa_20000000146,"Alquiler de Vehiculos / Cooperativa Montesacro 100, R.L",10226013,,2076900.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4439,account.move.line,am_cicsa_20000000147,"Caribean Port Fact. N. 3520. Gto reemb Serv. Obrero Morichal Factura 05571 Logiscarm, C.A ",20101002,27079.96,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4440,account.move.line,am_cicsa_20000000147,"Caribean Port Fact. N. 3520. Gto reemb Serv. Obrero Morichal Factura 05571 Logiscarm, C.A ",10226013,,27079.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4441,account.move.line,am_cicsa_19000000548,Ajuste de Ret de ISLR Aplicada sobre factura devuelta no enterada - Anticipo,20140101,4.76,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4442,account.move.line,am_cicsa_19000000548,Ajuste de Ret de ISLR Aplicada sobre factura devuelta no enterada - Anticipo,20101002,,4.76,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4443,account.move.line,am_cicsa_20000000148,Honorarios Profesionales (Renovacion de Licencia 2014 y Permisos 2014)/ David Salaverria,20101002,10742.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4444,account.move.line,am_cicsa_20000000148,Honorarios Profesionales (Renovacion de Licencia 2014 y Permisos 2014)/ David Salaverria,10226013,,10742.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4445,account.move.line,am_cicsa_19000000549,"Ajuste 1% de retencion No Aplicado en registro inicial. Fact 2459/ Don Star Decoracion ,C.A",20101002,275.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4446,account.move.line,am_cicsa_19000000549,"Ajuste 1% de retencion No Aplicado en registro inicial. Fact 2459/ Don Star Decoracion ,C.A",20140101,,275.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4447,account.move.line,am_cicsa_20000000149,"Factura Nro. 002459 Don Star Decoration C,A",20101002,68405.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4448,account.move.line,am_cicsa_20000000149,"Factura Nro. 002459 Don Star Decoration C,A",10226013,,68405.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4449,account.move.line,am_cicsa_20000000150,Factura Nro 50000985 - Servicio de Limpieza - Mayo / Induservi,20101002,84938.93,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4450,account.move.line,am_cicsa_20000000150,Factura Nro 50000985 - Servicio de Limpieza - Mayo / Induservi,10226013,,84938.93,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4451,account.move.line,am_cicsa_20000000151,June 2014  Rent of Office Nro 5i Inversiones Flea Castle,20101002,20739.74,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4452,account.move.line,am_cicsa_20000000151,June 2014  Rent of Office Nro 5i Inversiones Flea Castle,10226013,,20739.74,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4453,account.move.line,am_cicsa_20000000152,Factura Nro 981 - Alquiler de Trailer Tipo Oficina Desde el 20/05/2014 hasta el 19/06/2014/ FANATRAILER C.A ,20101002,32810.40,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4454,account.move.line,am_cicsa_20000000152,Factura Nro 982 - Transporte Hasta CPF (Area PCB) e instalacion./ FANATRAILER C.A ,20101002,19500.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4455,account.move.line,am_cicsa_20000000152,Factura Nro 981-982 Alquiler y traslado de trailer/ FANATRAILER C.A ,10226013,,52310.40,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4456,account.move.line,am_cicsa_20000000153,"Factura Nro. 13727 - Servicio de Hospedaje Sr. Jesus Pirela / J.L.R. System Solution, C.A.",20101002,7888.10,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4457,account.move.line,am_cicsa_20000000153,"Factura Nro 13724 - Servicio de Hospedaje Sr. Emerio Prieto/ J.L.R. System Solution, C.A.",20101002,7568.68,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4458,account.move.line,am_cicsa_20000000153,"Factura Nro 13723 - Servicio de Hospedaje Sr. Jesus Pirela/ J.L.R. System Solution, C.A.",20101002,4766.19,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4459,account.move.line,am_cicsa_20000000153,"Factura Nro. 13728 - Servicio de Hospedaje Sr. Jesus Pirela/ J.L.R. System Solution, C.A.",20101002,4721.75,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4460,account.move.line,am_cicsa_20000000153,"Factura Nro. 13729 - Servicio de Hospedaje Sr. Jesus Pirela/ J.L.R. System Solution, C.A.",20101002,9165.75,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4461,account.move.line,am_cicsa_20000000153,"Factura Nro. 13726 - Servicio de Hospedaje Sr. Jesus Pirela/ J.L.R. System Solution, C.A.",20101002,37392.14,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4462,account.move.line,am_cicsa_20000000153,"Factura Nro. 13720 - Servicio de Hospedaje Enyel Ramirez 18/11/13-03/01/14/ J.L.R. System Solution, C.A.",20101002,76970.08,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4463,account.move.line,am_cicsa_20000000153,"Factura Nro. 13722 - Servicio de Hospedaje Emerio Prieto 18/11/13-03/01/14/ J.L.R. System Solution, C.A.",20101002,1866.48,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4464,account.move.line,am_cicsa_20000000153,"Factura Nro. 13725 - Servicio de Hospedaje Sr. Rafael Velazco 30/10/13-31/10/13/ J.L.R. System Solution, C.A.",20101002,2110.90,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4465,account.move.line,am_cicsa_20000000153,"Factura Nro 13721/ J.L.R. System Solution, C.A.",20101002,782415.94,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4466,account.move.line,am_cicsa_20000000153,"Viaticos, Hospedaje y nomina/ J.L.R. System Solution, C.A.",10226013,,934866.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4467,account.move.line,am_cicsa_20000000154,"Alquiler de Vehiculos sin chofer CICSA. May 2014. Fact. Nro. 49/ Servicios y Mantenimiento de Flota Colina Alta, C.A",20101002,223822.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4468,account.move.line,am_cicsa_20000000154,"Factura Nro 51. Alquiler de Vehiculos sin chofer Abril/ Servicios y Mantenimiento de Flota Colina Alta, C.A",20101002,1813284.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4469,account.move.line,am_cicsa_20000000154,"Factura Nro 49 y 51. Alquiler de Vehiculos sin chofer/ Servicios y Mantenimiento de Flota Colina Alta, C.A",10226013,,2037106.40,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4470,account.move.line,am_cicsa_20000000155,Servicio de encomienda Mayo 2014 - Factura Nro 704/ Servicios Llamamoto C.A,20101002,3774.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4471,account.move.line,am_cicsa_20000000155,Servicio de encomienda Mayo 2014 - Factura Nro 704/ Servicios Llamamoto C.A,10226013,,3774.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4472,account.move.line,am_cicsa_20000000156,Celulares Abril  2014  Movilnet Fact. Nro 50293486/ Telecomunicaciones Movilnet C.A,20101002,39510.50,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4473,account.move.line,am_cicsa_20000000156,Celulares Abril  2014  Movilnet Fact. Nro 50293486/ Telecomunicaciones Movilnet C.A,10226013,,39510.50,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4474,account.move.line,am_cicsa_20000000157,Fact. Nro 3929 - Mantenimiento de aire acondicionado oficinas Torre BVC/ REFRIGERACION CHEMA C.A ,20101002,8158.35,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4475,account.move.line,am_cicsa_20000000157,Fact. Nro 3929 - Mantenimiento de aire acondicionado oficinas Torre BVC/ REFRIGERACION CHEMA C.A ,10226013,,8158.35,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4476,account.move.line,am_cicsa_20000000158,"Traslado de Personal CICSA. Factura Nro. 32589/ Travel Services, C.A.",20101002,25231.28,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4477,account.move.line,am_cicsa_20000000158,"Traslado de Personal CICSA. Factura Nro. 32590/ Travel Services, C.A.",20101002,21347.34,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4478,account.move.line,am_cicsa_20000000158,"Traslado de Personal CICSA. Factura Nro. 32592/ Travel Services, C.A.",20101002,31447.02,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4479,account.move.line,am_cicsa_20000000158,"Traslado de Personal CICSA. Factura Nro. 32597/ Travel Services, C.A.",20101002,70249.73,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4480,account.move.line,am_cicsa_20000000158,"NC 0001 (32512)/ Travel Services, C.A.",20101002,5163.72,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4481,account.move.line,am_cicsa_20000000158,"NC 0002 ( 32514)/ Travel Services, C.A.",20101002,3662.06,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4482,account.move.line,am_cicsa_20000000158,"nc 0003 (32516)/ Travel Services, C.A.",20101002,5258.48,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4483,account.move.line,am_cicsa_20000000158,"nc 0004/32521/ Travel Services, C.A.",20101002,3107.38,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4484,account.move.line,am_cicsa_20000000158,"Traslado de Personal CICSA. / Travel Services, C.A.",10226013,,165467.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4485,account.move.line,am_cicsa_19000000550,"Impresion de Carnets - Pre Press Nor-Oriente, C.A./ Jose Angel Perez ",74110105,179.20,,cicsa_data.aapi_007,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4486,account.move.line,am_cicsa_19000000550,Caja de Llaves -Hogar y Ferreteria Lecheria/ Jose Angel Perez ,74110102,2047.00,,cicsa_data.aapi_007,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4487,account.move.line,am_cicsa_19000000550,Impresion de carnets y compra de llaves/ Jose Angel Perez ,20101202,,2226.20,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4488,account.move.line,am_cicsa_20000000159,Impresion de carnets y compra de llaves/ Jose Angel Perez ,20101202,2226.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4489,account.move.line,am_cicsa_20000000159,Impresion de carnets y compra de llaves/ Jose Angel Perez ,10226013,,2226.20,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4490,account.move.line,am_cicsa_19000000551,Taxi Repsol - CICSA 25/05/2014 - Super Taxi VIP/ Jose Capuzano,77101004,70.00,,cicsa_data.aapi_009,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4491,account.move.line,am_cicsa_19000000551,Taxi CICSA - Repsol 25/05/2014 - Super Taxi VIP/ Jose Capuzano,77101004,100.00,,cicsa_data.aapi_009,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4492,account.move.line,am_cicsa_19000000551,Comida 27/05/2014 - Constructora e Inmobiliaria Arichuna/ Jose Capuzano,77101004,268.80,,cicsa_data.aapi_009,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4493,account.move.line,am_cicsa_19000000551,Hospedaje 28/05/2014. - Constructora e Inmobiliaria Arichuna/ Jose Capuzano,77101004,4000.00,,cicsa_data.aapi_009,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4494,account.move.line,am_cicsa_19000000551,"Visita al area operacional, reunion con protem/ Jose Capuzano",20101202,,4438.80,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4495,account.move.line,am_cicsa_20000000160,"Visita al area operacional, reunion con protem/ Jose Capuzano",20101202,4438.80,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4496,account.move.line,am_cicsa_20000000160,"Visita al area operacional, reunion con protem/ Jose Capuzano",10226013,,4438.80,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4497,account.move.line,am_cicsa_19000000552,Adelanto para pago de electricidad - Junio 2014/ Fernando de la Rosa,11310006,1540.31,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4498,account.move.line,am_cicsa_19000000552,Adelanto para pago de electricidad - Junio 2014/ Fernando de la Rosa,20101202,,1540.31,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4499,account.move.line,am_cicsa_20000000161,Adelanto para pago de electricidad - Junio 2014/ Fernando de la Rosa,20101202,1540.31,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4500,account.move.line,am_cicsa_20000000161,Adelanto para pago de electricidad - Junio 2014/ Fernando de la Rosa,10226013,,1540.31,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4501,account.move.line,am_cicsa_19000000553,"Adelanto otorgado el hotel venetur para habitaciones de asesores - Proyecto financiero/ Hotel Venetur MareMares, S.A.",15110001,21600.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4502,account.move.line,am_cicsa_19000000553,"2% Retencion de ISLR en adelanto Venetur S,A/ Hotel Venetur MareMares, S.A.",20140101,,432.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4503,account.move.line,am_cicsa_19000000553,"Adelanto otorgado el hotel venetur para habitaciones de asesores - Proyecto financiero/ Hotel Venetur MareMares, S.A.",20101002,,21168.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4504,account.move.line,am_cicsa_20000000162,"Adelanto otorgado el hotel venetur para habitaciones de asesores - Proyecto financiero/ Hotel Venetur MareMares, S.A.",20101002,21168.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4505,account.move.line,am_cicsa_20000000162,"Adelanto otorgado el hotel venetur para habitaciones de asesores - Proyecto financiero/ Hotel Venetur MareMares, S.A.",10226013,,21168.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4506,account.move.line,am_cicsa_19000000554,retencion de ISLR JUN 2014/ Tesoro Nacional,20140101,113265.47,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4507,account.move.line,am_cicsa_19000000554,retencion de ISLR JUN 2014/ Tesoro Nacional,20101901,,113265.47,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4508,account.move.line,am_cicsa_20000000163,retencion de ISLR JUN 2014/ Tesoro Nacional,20101901,113265.47,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4509,account.move.line,am_cicsa_20000000163,retencion de ISLR JUN 2014/ Tesoro Nacional,10226013,,113265.47,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4510,account.move.line,am_cicsa_19000000555,"Estacionamiento CICSA  JUL-2014/ Garaje Torre BVC, C.A",73149002,16116.07,,cicsa_data.aapi_007,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4511,account.move.line,am_cicsa_19000000555,"Fact. Nro 00022842/ Garaje Torre BVC, C.A",11203114,1933.93,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4512,account.move.line,am_cicsa_19000000555,"Fact. Nro 00022842/ Garaje Torre BVC, C.A",20140109,,1450.45,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4513,account.move.line,am_cicsa_19000000555,"Fact. Nro 00022842/ Garaje Torre BVC, C.A",20140101,,322.32,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4514,account.move.line,am_cicsa_19000000555,"Estacionamiento CICSA  JUL -2014 Fact. Nro 00022842 / Garaje Torre BVC, C.A",20101002,,16277.23,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4515,account.move.line,am_cicsa_19000000556,"Estacionamiento PCB  JUL - 2014/ Garaje Torre BVC, C.A",11203103,21205.36,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4516,account.move.line,am_cicsa_19000000556,"Fact. Nro 00022841/ Garaje Torre BVC, C.A",11203113,2544.64,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4517,account.move.line,am_cicsa_19000000556,"Fact. Nro 00022841/ Garaje Torre BVC, C.A",20140109,,1908.48,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4518,account.move.line,am_cicsa_19000000556,"Fact. Nro 00022841/ Garaje Torre BVC, C.A",20140101,,424.11,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4519,account.move.line,am_cicsa_19000000556,"Estacionamiento PCB  JUL  -2014 Fact Nro 00022841/ Garaje Torre BVC, C.A",20101002,,21417.41,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4520,account.move.line,am_cicsa_20000000164,"Estacionamiento CICSA JUL -2014 Fact. Nro 00022842/ Garaje Torre BVC, C.A",20101002,16277.23,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4521,account.move.line,am_cicsa_20000000164,"Estacionamiento PCB  JUL  -2014 Fact. Nro 00022841/ Garaje Torre BVC, C.A",20101002,21417.41,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4522,account.move.line,am_cicsa_20000000164,"Estacionamiento PCB  JUL  -2014 Fact. Nro 00022841-22842/ Garaje Torre BVC, C.A",10226013,,37694.64,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4523,account.move.line,am_cicsa_19000000557,Almuerzo para Hazid construccion de oficinas campo  - HSE Fact. 164/ Edgara Karina Gomez A. (GyG Eventos),11203104,4110.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4524,account.move.line,am_cicsa_19000000557,Almuerzo para Hazid construccion de oficinas campo  - HSE Fact. 164/ Edgara Karina Gomez A. (GyG Eventos),11203114,493.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4525,account.move.line,am_cicsa_19000000557,Almuerzo para Hazid construccion de oficinas campo  - HSE Fact. 164/ Edgara Karina Gomez A. (GyG Eventos),20140109,,369.90,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4526,account.move.line,am_cicsa_19000000557,Almuerzo para Hazid construccion de oficinas campo  - HSE Fact. 164/ Edgara Karina Gomez A. (GyG Eventos),20101002,,4233.30,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4527,account.move.line,am_cicsa_19000000558,"Fact. Nro. 13768. Servicio de Hospedaje Sr. Carlos Valera desde el 06/08/2013 al 09/08/2013/ J.L.R. System Solution, C.A.",73114004,4994.00,,cicsa_data.aapi_010,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
aml_cicsa_4528,account.move.line,am_cicsa_19000000558,"IVA Fact. Nro. 13768  Servicio de Hospedaje Sr. Carlos Valera desde el 06/08/2013 al 09/08/2013/ J.L.R. System Solution, C.A.",11203114,599.28,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_07
