id,model,move_id:id,name,account_id:id,debit,credit,analytics_id:id,journal_id:id,period_id:id
aml_cicsa_3040,account.move.line,am_cicsa_19000000346,"Gastos comida Gerardo Marquez/ J.L.R System Solution, c.a",73114004,24248.4,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3041,account.move.line,am_cicsa_19000000346,"Gastos comida Gerardo Marquez/ J.L.R System Solution, c.a",11203114,2909.81,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3042,account.move.line,am_cicsa_19000000346,"13684/ J.L.R System Solution, c.a",20140109,,2182.36,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3043,account.move.line,am_cicsa_19000000346,"Gastos comida Gerardo Marquez/ J.L.R System Solution, c.a",20140101,,484.97,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3044,account.move.line,am_cicsa_19000000346,"Gastos comida Gerardo Marquez/ J.L.R System Solution, c.a",20101002,,24490.88,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3045,account.move.line,am_cicsa_19000000347,"Gastos comida Alfonso Arroyo/ J.L.R System Solution, c.a",73114004,30310.5,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3046,account.move.line,am_cicsa_19000000347,"Gastos comida Alfonso Arroyo/ J.L.R System Solution, c.a",11203114,3637.26,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3047,account.move.line,am_cicsa_19000000347,"13682/ J.L.R System Solution, c.a",20140109,,2727.95,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3048,account.move.line,am_cicsa_19000000347,"Gastos comida Alfonso Arroyo/ J.L.R System Solution, c.a",20140101,,606.21,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3049,account.move.line,am_cicsa_19000000347,"Gastos comida Alfonso Arroyo/ J.L.R System Solution, c.a",20101002,,30613.6,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3050,account.move.line,am_cicsa_19000000348,"Gastos comida Anyel Ramirez/ J.L.R System Solution, c.a",73114004,20941.8,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3051,account.move.line,am_cicsa_19000000348,"Gastos comida Anyel Ramirez/ J.L.R System Solution, c.a",11203114,2513.02,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3052,account.move.line,am_cicsa_19000000348,"13681/ J.L.R System Solution, c.a",20140109,,1884.77,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3053,account.move.line,am_cicsa_19000000348,"Gastos comida Anyel Ramirez/ J.L.R System Solution, c.a",20140101,,418.84,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3054,account.move.line,am_cicsa_19000000348,"Gastos comida Anyel Ramirez/ J.L.R System Solution, c.a",20101002,,21151.21,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3055,account.move.line,am_cicsa_19000000349,"Soporte de IT January 2014/ J.L.R System Solution, c.a",73137002,142471.12,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3056,account.move.line,am_cicsa_19000000349,Factura Nro. 00006062/ Informatica Gesfor Venezuela C.A,11203114,17096.53,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3057,account.move.line,am_cicsa_19000000349,Factura Nro. 00006062/ Informatica Gesfor Venezuela C.A,20140109,,12822.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3058,account.move.line,am_cicsa_19000000349,Factura Nro. 00006062/ Informatica Gesfor Venezuela C.A,20140101,,7123.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3059,account.move.line,am_cicsa_19000000349,Factura Nro. 00006062/ Informatica Gesfor Venezuela C.A,20101002,,139621.69,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3060,account.move.line,am_cicsa_19000000350,Reembolsables Cau Davidson Coronel Abril 2014/ Informatica Gesfor Venezuela C.A,73137002,3451.98,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3061,account.move.line,am_cicsa_19000000350,Factura Nro. 00006082/ Informatica Gesfor Venezuela C.A,11203114,414.24,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3062,account.move.line,am_cicsa_19000000350,Factura Nro. 00006082/ Informatica Gesfor Venezuela C.A,20140109,,310.68,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3063,account.move.line,am_cicsa_19000000350,Factura Nro. 00006082/ Informatica Gesfor Venezuela C.A,20140101,,69.04,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3064,account.move.line,am_cicsa_19000000350,Factura Nro. 00006082/ Informatica Gesfor Venezuela C.A,20101002,,3486.5,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3065,account.move.line,am_cicsa_19000000351,Reembolsables Maria Salazar Marzo 2014/ Informatica Gesfor Venezuela C.A,73137002,1438.93,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3066,account.move.line,am_cicsa_19000000351,Factura Nro. 00006065/ Informatica Gesfor Venezuela C.A,11203114,172.67,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3067,account.move.line,am_cicsa_19000000351,Factura Nro. 00006065/ Informatica Gesfor Venezuela C.A,20140109,,129.5,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3068,account.move.line,am_cicsa_19000000351,Factura Nro. 00006065/ Informatica Gesfor Venezuela C.A,20140101,,28.78,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3069,account.move.line,am_cicsa_19000000351,Factura Nro. 00006065/ Informatica Gesfor Venezuela C.A,20101002,,1453.32,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3070,account.move.line,am_cicsa_19000000352,"Servicio de seguridad especial marzo 2014./ SPS Risk Vigilancia, C.A",11203105,100290.08,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3071,account.move.line,am_cicsa_19000000352,"12% IVA Fact nro 12078/ SPS Risk Vigilancia, C.A",11203114,12034.81,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3072,account.move.line,am_cicsa_19000000352,"Tax Fact.Nro 12078/ SPS Risk Vigilancia, C.A",20140101,,2005.8,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3073,account.move.line,am_cicsa_19000000352,"Nro 12078/ SPS Risk Vigilancia, C.A",20101002,,110319.09,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3074,account.move.line,am_cicsa_19000000353,"Servicio Ejecutivo de Traslados Enero  2014./ SPS Risk Vigilancia, C.A",11203105,19653.6,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3075,account.move.line,am_cicsa_19000000353,"12% IVA Fact. nro 12079/ SPS Risk Vigilancia, C.A",11203114,2358.43,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3076,account.move.line,am_cicsa_19000000353,"Tax Fact. Nro 12079/ SPS Risk Vigilancia, C.A",20140101,,393.07,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3077,account.move.line,am_cicsa_19000000353,"Nro 12079/ SPS Risk Vigilancia, C.A",20101002,,21618.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3078,account.move.line,am_cicsa_19000000354,"Limpieza y suministro de Material de cafeteria y limpieza abril 2014/ Induservi, C.A.",73135001,96029.15,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3079,account.move.line,am_cicsa_19000000354,"Factura Nro. 50000965/ Induservi, C.A.",11203114,11523.5,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3080,account.move.line,am_cicsa_19000000354,"Factura Nro. 50000965/ Induservi, C.A.",20140109,,8642.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3081,account.move.line,am_cicsa_19000000354,"Factura Nro. 50000965/ Induservi, C.A.",20140101,,1920.58,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3082,account.move.line,am_cicsa_19000000354,"Factura Nro. 50000965/ Induservi, C.A.",20101002,,96989.44,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3083,account.move.line,am_cicsa_19000000355,"Estacionamiento torre BVC CICSA  mayo -2014/ Garaje Torre BVC, C.A",73149002,18750,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3084,account.move.line,am_cicsa_19000000355,"Factura Nro 00022760/ Garaje Torre BVC, C.A",11203114,2250,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3085,account.move.line,am_cicsa_19000000355,"Factura Nro 00022760/ Garaje Torre BVC, C.A",20140109,,1687.5,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3086,account.move.line,am_cicsa_19000000355,"Factura Nro 00022760/ Garaje Torre BVC, C.A",20140101,,375,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3087,account.move.line,am_cicsa_19000000355,"Estacionamiento torre BVC CICSA  mayo -2014 Factura Nro 00022760/ Garaje Torre BVC, C.A",20101002,,18937.5,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3088,account.move.line,am_cicsa_19000000356,"Estacionamiento torre BVC PCB  mayo  -2014/ Garaje Torre BVC, C.A",11203103,12723.21,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3089,account.move.line,am_cicsa_19000000356,"Factura Nro 00022759/ Garaje Torre BVC, C.A",11203113,1526.79,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3090,account.move.line,am_cicsa_19000000356,"Factura Nro 00022759/ Garaje Torre BVC, C.A",20140109,,1145.09,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3091,account.move.line,am_cicsa_19000000356,"Factura Nro 00022759/ Garaje Torre BVC, C.A",20140101,,254.46,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3092,account.move.line,am_cicsa_19000000356,"Estacionamiento torre BVC PCB  mayo  -2014 Factura Nro 00022759/ Garaje Torre BVC, C.A",20101002,,12850.45,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3093,account.move.line,am_cicsa_19000000357,"Actualizacion de datos tarjetas CICSA  / Garaje Torre BVC, C.A",73149002,625,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3094,account.move.line,am_cicsa_19000000357,"Factura Nro 00022765/ Garaje Torre BVC, C.A",11203114,75,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3095,account.move.line,am_cicsa_19000000357,"Factura Nro 00022765/ Garaje Torre BVC, C.A",20140109,,56.25,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3096,account.move.line,am_cicsa_19000000357,"Factura Nro 00022765/ Garaje Torre BVC, C.A",20140101,,12.5,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3097,account.move.line,am_cicsa_19000000357,"Actualizacion de datos tarjetas CICSA. Factura Nro 00022765  / Garaje Torre BVC, C.A",20101002,,631.25,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3098,account.move.line,am_cicsa_19000000358,Encomiendas abril 2014/ Servicios Llamamoto C.A,73121004,3774,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3099,account.move.line,am_cicsa_19000000358,Iva Fact. Nro 0688/ Servicios Llamamoto C.A,11203114,452.88,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3100,account.move.line,am_cicsa_19000000358,75 % Iva Fact. Nro 0688/ Servicios Llamamoto C.A,20140109,,339.66,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3101,account.move.line,am_cicsa_19000000358,3 % Tax Fact. Nro 0688/ Servicios Llamamoto C.A,20140101,,113.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3102,account.move.line,am_cicsa_19000000358,Encomiendas abril 2014. Fact. Nro 0688/ Servicios Llamamoto C.A,20101002,,3774,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3103,account.move.line,am_cicsa_19000000359,"Presupuesto para la reunión del comité de dirección/ Pastas Adriana, C.A.",11203105,10582.8,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3104,account.move.line,am_cicsa_19000000359,"12% IVA - Advance 100% Presupuesto para la reunión del comité de dirección/ Pastas Adriana, C.A.",11203105,1269.94,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3105,account.move.line,am_cicsa_19000000359,"Tax - Advance 100% Presupuesto para la reunión del comité de dirección/ Pastas Adriana, C.A.",20140101,,211.66,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3106,account.move.line,am_cicsa_19000000359,"Advance 100% Presupuesto para la reunión del comité de dirección/ Pastas Adriana, C.A.",20101002,,11641.08,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3107,account.move.line,am_cicsa_19000000360,"Personal CICSA Semana 17/ Travel Services, C.A.",77101001,22791.8,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3108,account.move.line,am_cicsa_19000000360,"Factura Nro 32572/ Travel Services, C.A.",20140101,,455.84,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3109,account.move.line,am_cicsa_19000000360,"Factura Nro 32572/ Travel Services, C.A.",20101002,,22335.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3110,account.move.line,am_cicsa_19000000361,"Personal CICSA Semana 16/ Travel Services, C.A.",77101001,12230.7,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3111,account.move.line,am_cicsa_19000000361,"Factura Nro 32571/ Travel Services, C.A.",20140101,,244.61,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3112,account.move.line,am_cicsa_19000000361,"Factura Nro 32571/ Travel Services, C.A.",20101002,,11986.09,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3113,account.move.line,am_cicsa_19000000362,"Personal CICSA Semana 15/ Travel Services, C.A.",77101001,28237.9,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3114,account.move.line,am_cicsa_19000000362,"Factura Nro 32570/ Travel Services, C.A.",20140101,,564.76,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3115,account.move.line,am_cicsa_19000000362,"Factura Nro 32570/ Travel Services, C.A.",20101002,,27673.14,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3116,account.move.line,am_cicsa_19000000363,"Alquiler of Vehiculos to PCC- Factura Nro. 2186 / Transporte Ejecutivo Camor,C.A",11203103,158400,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3117,account.move.line,am_cicsa_19000000363,"Camor Fact. Nro 002186 / Transporte Ejecutivo Camor,C.A",11203113,19008,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3118,account.move.line,am_cicsa_19000000363,"Camor Fact. Nro 002186 / Transporte Ejecutivo Camor,C.A",20140109,,14256,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3119,account.move.line,am_cicsa_19000000363,"Camor Fact. Nro 002186 / Transporte Ejecutivo Camor,C.A",20140101,,7920,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3120,account.move.line,am_cicsa_19000000363,"Camor Fact. Nro 002186 / Transporte Ejecutivo Camor,C.A",20101002,,155232,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3121,account.move.line,am_cicsa_19000000364,"Alquiler of Vehiculos to PCC- Factura Nro. 2187 / Transporte Ejecutivo Camor,C.A",11203103,196800,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3122,account.move.line,am_cicsa_19000000364,"Camor Fact. Nro 002187 / Transporte Ejecutivo Camor,C.A",11203113,23616,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3123,account.move.line,am_cicsa_19000000364,"Camor Fact. Nro 002187 / Transporte Ejecutivo Camor,C.A",20140109,,17712,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3124,account.move.line,am_cicsa_19000000364,"Camor Fact. Nro 002187 / Transporte Ejecutivo Camor,C.A",20140101,,9840,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3125,account.move.line,am_cicsa_19000000364,"Camor Fact. Nro 002187 / Transporte Ejecutivo Camor,C.A",20101002,,192864,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3126,account.move.line,am_cicsa_19000000365,"Caribean Port 3431 (Gto reemb Flete terrestre. Factura 05549 Logiscarm, C.A)",11203103,1382400,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3127,account.move.line,am_cicsa_19000000365,"IVA Caribean Port 3431 ( Gto reemb Iva fact 05549 Logiscarm, C.A)",11203113,165888,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3128,account.move.line,am_cicsa_19000000365,"Caribean Port 3431 (Gto reemb Flete terrestre. Traslado de maquinaria. Factura 05552 Logiscarm, C.A)",11203103,284680,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3129,account.move.line,am_cicsa_19000000365,"IVA Caribean Port 3431 (Gto reemb Flete terrestre. Traslado de maquinaria. Factura 05552 Logiscarm, C.A)",11203113,34161.6,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3130,account.move.line,am_cicsa_19000000365,"Caribean Port 3431 (Gto reemb Almacenaje de 20,63,18 Toneladas de Tuberia por 27 dias)",11203103,1146239.19,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3131,account.move.line,am_cicsa_19000000365,"IVA Caribean Port 3431 (Almacenaje de 20,63,18 Toneladas de Tuberia por 27 dias)",11203113,137548.7,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3132,account.move.line,am_cicsa_19000000365,"Gtos Admisnitrativos Almacenaje de 20,63,18 Toneladas de Tuberia por 27 dias",11203103,189055.05,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3133,account.move.line,am_cicsa_19000000365,Caribean Port 3431,11203113,22686.61,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3134,account.move.line,am_cicsa_19000000365,Caribean Port Factura N. 3431,20140109,,17014.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3135,account.move.line,am_cicsa_19000000365,Caribean Port Factura N. 3431,20140101,,3781.1,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3136,account.move.line,am_cicsa_19000000365,Caribean Port Factura N. 3431,20101002,,3341863.09,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3137,account.move.line,am_cicsa_19000000366,Soporte de IT febrero  2014/ Informatica Gesfor Venezuela C.A,73137002,142471.12,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3138,account.move.line,am_cicsa_19000000366,Factura Nro. 00006063/ Informatica Gesfor Venezuela C.A,11203114,17096.53,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3139,account.move.line,am_cicsa_19000000366,Factura Nro. 00006063/ Informatica Gesfor Venezuela C.A,20140109,,12822.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
aml_cicsa_3140,account.move.line,am_cicsa_19000000366,Factura Nro. 00006063/ Informatica Gesfor Venezuela C.A,20140101,,7123.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_05
